id,name_vi,region,category,meal_types,prep_time_min,cook_time_min,difficulty,calories,protein_g,carbs_g,fat_g,fiber_g,sodium_mg,sugar_g,price_est_vnd_min,price_est_vnd_max,diet_tags,allergens,taste_profile,spice_level,servings,image_url,description,ingredients,utensils,steps,suitable_for,avoid_for
kho-ca-sac-ran-tron-goi-xoai,Khô cá sặc rằn trộn gỏi xoài,Nam,main,lunch,15,15,easy,210,16,18,6,3,890,12,50000,90000,balanced,"Khô cá sặc, Nước mắm",Vị mặn đặc trưng và béo từ khô cá sặc trung hòa hoàn hảo với vị chua giòn của xoài xanh và nước mắm đường ngọt dịu,2,1,https://bepcotam.vn/uploads/images/anh-do-kho/goi-xoai-kho-ca-sac.jpg,"Món nhắm hoặc món khai vị quen thuộc của người dân miền Tây, ngon nhờ sự kết hợp tương phản giữa khô mặn và trái cây chua.","Khô cá sặc rằn: 200g, Xoài xanh: 300g, Rau răm: 20g, Nước mắm cốt: 15ml, Đường cát: 30g, Ớt băm: 5g, Tỏi băm: 5g.","Bếp nướng (hoặc chảo chiên), đồ bào sợi xoài, tô trộn gỏi.","Khô cá sặc đem nướng trên bếp than hoặc áp chảo cho chín vàng đều hai mặt, tỏa mùi thơm. Để cá hơi nguội, loại bỏ xương, xé thịt cá thành các miếng nhỏ vừa ăn. Xoài xanh gọt vỏ, dùng đồ bào sợi mỏng, ngâm nước đá 5 phút cho giòn rồi vớt ra vắt thật ráo. Pha nước mắm trộn: Hòa tan đường với nước mắm, tỏi băm và ớt băm tạo thành nước xốt sánh ngọt. Cho xoài sợi, khô sặc xé nhỏ và rau răm cắt khúc vào tô, rưới nước xốt vào trộn đều nhẹ tay, dọn ra đĩa.",Cân bằng,
banh-tam-bi-nuoc-cot-dua,Bánh tằm bì nước cốt dừa,Nam,main,breakfast,45,25,medium,490,14,72,16,3,710,14,35000,60000,balanced,"Da heo, Thính, Nước mắm, Nước cốt dừa","Sợi bánh dẻo mịn, bì giòn thơm thính, xốt cốt dừa béo mặn ngọt đan xen rất độc đáo",1,1,https://i.ytimg.com/vi/KNpsIY2D17g/maxresdefault.jpg,"Sự kết hợp độc nhất vô nhị của ẩm thực Nam Bộ khi trộn lẫn món mặn (bì, thịt khìa), món bún bánh và nước cốt dừa béo ngậy kèm nước mắm chua ngọt.","Sợi bánh tằm khoai mì/gạo: 400g, Bì heo làm sẵn: 100g, Thịt nạc heo khìa thái sợi: 100g, Nước cốt dừa đặc: 150ml, Bột năng: 5g, Dưa leo:100g, rau thơm: 100g, Nước mắm chua ngọt pha sẵn: 50ml, Hành lá làm mỡ hành: 20g.","Nồi nhỏ thắng cốt dừa, xửng hấp bánh tằm.","Bánh tằm đem hấp lại cho nóng và mềm dẻo. Làm nước cốt dừa: Cho cốt dừa vào nồi, thêm xíu muối, đường và bột năng hòa tan, khuấy đều trên lửa nhỏ cho đến khi xốt sệt nhẹ lại. Làm mỡ hành bằng cách dội dầu sôi vào hành lá cắt nhỏ. Xếp dưa leo băm sợi và rau thơm dưới đĩa, đặt bánh tằm lên trên, cho bì và thịt khìa vào một góc. Chan mỡ hành, rưới nước cốt dừa đặc lên bánh và rưới nước mắm chua ngọt xung quanh khi ăn.",Cân bằng,
canh-khoai-tay-suon-non,Canh khoai tây sườn non,Nam,main,lunch,15,25,easy,320,22,28,14,4,610,5,60000,95000,balanced,"Sườn heo, Nước mắm","Nước canh ngọt thanh từ sườn heo, khoai tây và cà rốt ninh mềm bùi, vị ngọt đậm hơn kiểu Bắc",0,1,https://bepphuongdong.com/images/2018/2024/canh-khoai-tay-nau-suon-non-2.jpg,"Món canh củ quả nấu sườn thanh nhẹ bổ dưỡng, người miền Nam thường nêm thêm một chút xíu đường để nước canh có vị ngọt thanh dịu.","Sườn non heo: 350g, Khoai tây: 200g, Cà rốt: 100g, Hành tây: 50g, Hành lá:20g, ngò rí: 20g, Hạt nêm: 15g, Nước mắm: 15ml, Đường cát: 5g, Nước lọc: 1200ml.",Nồi nấu canh lớn.,"Sườn non chặt khúc vừa ăn, chần qua nước sôi 2 phút để khử mùi, rửa sạch lại. Khoai tây, cà rốt gọt vỏ, cắt miếng khối vừa ăn. Cho sườn vào nồi cùng nước lọc, đun sôi rồi hạ lửa nhỏ ninh sườn trong 15 phút, hớt bọt liên tục cho nước trong. Cho khoai tây và cà rốt vào hầm chung đến khi các loại củ chín mềm bở. Nêm hạt nêm, nước mắm, đường cho vừa khẩu vị, thả hành tây cắt múi cau và hành ngò vào rồi tắt bếp.",Cân bằng,
nuoc-dau-den-hat-sen,Nước đậu đen hạt sen,Nam,main,breakfast,15,40,easy,160,5,32,1,6,40,15,15000,25000,vegetarian,Không có,"Vị ngọt thanh tao của đường phèn, hạt sen bùi bở, nước đậu đen thơm mát giải nhiệt",0,1,https://cdn2.fptshop.com.vn/unsafe/che_hat_sen_dau_den_6_74a6aab6b4.png,"Thức uống giải nhiệt thanh lọc cơ thể rất được ưa chuộng tại miền Nam vào những ngày nắng nóng, giúp ngủ ngon và đẹp da.","Đậu đen xanh lòng: 100g, Hạt sen tươi: 100g, Đường phèn: 60g, Lá dứa: 2 lá, Nước lọc: 1200ml.","Nồi ninh, muỗng khuấy.","Đậu đen rửa sạch, nhặt bỏ hạt lép, đem rang sơ trên chảo cho thơm (giúp nước đậu không bị chát). Cho đậu đen và nước lọc vào nồi ninh lửa nhỏ khoảng 20 phút. Cho hạt sen tươi và lá dứa vào nồi đun chung đến khi cả đậu và sen đều chín mềm mềm bùi. Cho đường phèn vào khuấy tan, đun thêm 5 phút trên lửa riu riu để hạt sen ngấm đường. Vớt lá dứa ra, để nguội, dùng uống nóng hoặc thêm đá viên tùy thích.",Ăn chay (Vegetarian),
hu-tieu-nam-vang-kho,Hủ tiếu Nam Vang khô,Nam,main,breakfast,30,45,medium,530,28,75,14,4,1420,10,45000,75000,balanced,"Tôm, Trứng cút, Nước tương, Hắc xì dầu","Sợi hủ tiếu dai thấm xốt hắc xì dầu chua mặn ngọt, thơm lừng tỏi phi vàng và tóp mỡ",1,1,https://lh4.googleusercontent.com/proxy/Ed62MP6tKDb_vr0mdGMO_DWgsKcDWJkXTxbM6EpFtn1h9ILNPpaYTE91xKIiId9_fzqvxv22XVE_OCAQXrzJbfKl3LPgT0njRBpzWtzr6BxxPiX0X5Uz0gCq1U7k8foSfRzwye02E2_UqhDh1MD29ckBONj3Kg1telnP2l7C,"Phiên bản hủ tiếu khô trộn xốt đậm đà, dọn kèm một chén nước dùng sườn ống thanh ngọt bên cạnh, là món ăn sáng/tối kinh điển tại Sài Gòn.","Sợi hủ tiếu khô: 100g, Thịt bằm: 50g, Tôm sú luộc: 20g, Gan heo luộc: 30g, Trứng cút: 2 quả, Tỏi phi vàng: 15g, Hắc xì dầu: 15ml, Nước tương: 10ml, Đường: 10g, Giá hẹ:50g, tần ô ăn kèm: 50g, Nước sườn ống ninh: 300ml.","Nồi trụng hủ tiếu, nồi nhỏ làm nước xốt trộn.","Làm nước xốt trộn: Phi thơm tỏi, cho hắc xì dầu, nước tương, đường và xíu nước sườn vào đun sôi kẹo lại. Trụng chín sợi hủ tiếu qua nước sôi, vớt ra xóc đều với một chút dầu tỏi phi để không bị dính. Xào chín thịt bằm với xíu hạt nêm. Cho hủ tiếu vào tô, rưới nước xốt trộn đều, xếp tôm lột vỏ, gan heo thái lát, trứng cút bóc vỏ và thịt bằm lên trên, rắc nhiều tỏi phi. Bày giá hẹ xung quanh, dọn kèm chén nước dùng sườn ống nóng hổi rắc hành ngò.",Cân bằng,
canh-bi-dao-nau-tom-tuoi,Canh bí đao nấu tôm tươi,Nam,main,dinner,15,12,easy,140,15,10,3,3,540,4,30000,50000,eatclean,"Tôm, Nước mắm","Nước canh trong, ngọt thanh tự nhiên từ bí đao tươi và thịt tôm giã dập, vị nhẹ nhàng",0,1,https://i.ex-cdn.com/nongnghiepmoitruong.vn/files/dungct/2021/06/24/mon-ngon-moi-ngay-canh-bi-dao-xanh-tom-tuoi-123712_20210624_153.jpg,"Món canh quốc dân trong mùa hè, bí đao tính mát kết hợp tôm tươi giã dập tiết ra vị ngọt lành, rất phù hợp cho thực đơn giảm cân giữ dáng.","Bí đao xanh: 400g, Tôm sú tươi: 100g, Hành tím: 10g, Hành lá: 15g, ngò rí: 15g, Hạt nêm: 10g, Nước mắm: 15ml, Tiêu xay: 2g, Nước lọc: 900ml.",Nồi nấu canh.,"Bí đao gọt vỏ, bỏ ruột, rửa sạch rồi cắt lát mỏng hoặc thái sợi dày. Tôm lột vỏ, bỏ chỉ đen, đem giã dập sơ (không giã nhuyễn để nước canh ngọt và thịt tôm vẫn có độ giòn), ướp chút hành tím băm và hạt nêm. Cho xíu dầu ăn vào nồi, phi thơm hành tím, cho tôm vào đảo nhanh tay cho chuyển màu hồng. Đổ nước lọc vào đun sôi, hớt sạch bọt để nước canh được trong veo. Thả bí đao vào nấu chín tới (khoảng 3 phút), nêm nước mắm cho vừa vặn, rắc hành ngò cắt nhỏ và tiêu xay rồi tắt bếp ngay.",Eat clean,
ca-loc-nuong-trui-mien-tay,Cá lóc nướng trui miền Tây,Nam,main,dinner,15,20,easy,340,35,12,14,4,680,6,90000,150000,eatclean,"Cá lóc, Đậu phộng, Nước mắm","Thịt cá lóc nướng rơm thơm lừng mộc mạc, ngọt đậm, quyện mỡ hành béo ngậy và nước chấm me chua cay",1,1,https://cdn.tgdd.vn/Files/2021/08/04/1372928/cach-lam-mon-ca-loc-nuong-trui-dan-da-dac-san-mien-tay-202206041532565016.jpg,"Trải nghiệm ẩm thực hoang dã trứ danh Nam Bộ, cá lóc không cần cạo vảy hay mổ ruột, xiên vào thanh tre rồi vùi hoàn toàn vào đống rơm khô đốt cháy.","Cá lóc đồng: 700g, Rơm khô: 20g, Hành lá làm mỡ hành: 30g, Đậu phộng rang giã dập: 20g, Bánh tráng cuốn: 200g, bún tươi: 200g, rau sống: 200g, Mắm me chấm kèm: 60ml.","Thanh tre/đũa cả xiên cá, vỉ nướng hoặc khoảng sân trống để đốt rơm.","Cá lóc rửa sạch nhớt bằng chanh muối, để nguyên vảy, nguyên con không mổ bụng. Dùng thanh tre xiên từ miệng cá dọc xuống đuôi. Cắm thanh tre xuống đất, phủ kín rơm khô xung quanh cá và châm lửa đốt trui khoảng 15-20 phút đến khi rơm cháy rụi hoàn toàn. Vớt cá ra, dùng dao cạo bỏ toàn bộ lớp vảy bị cháy đen bên ngoài, lộ ra phần da cá vàng óng, thịt bốc khói thơm phức. Tách đôi lưng cá, bỏ ruột (hoặc giữ lại mật nếu ăn được vị đắng bùi), rưới mỡ hành và đậu phộng rang lên thớ thịt trắng phau. Cuốn thịt cá với bánh tráng, bún, rau rừng và chấm mắm me chua ngọt.",Eat clean,
vit-om-sau,Vịt om sấu,Bắc,main,lunch,20,40,easy,450,25,10,35,3,850,2,150000,250000,balanced,Thịt vịt,"Vị chua thanh của sấu quyện với thịt vịt béo ngậy và mùi thơm của gừng, sả.",1,1,https://file.hstatic.net/200000721249/file/_tiet_lam_mon_vit_om_sau_truyen_thong_8fd46444edda4d65abab0dbdababf5cd.png,Món ăn giải nhiệt mùa hè đặc trưng của Hà Nội.,"Vịt cỏ: 1.2kg, Sấu tươi: 10 quả, Khoai môn: 200g, Gừng: 40g, sả: 40g, hành tím: 30g, rau ngổ: 10g, mùi tàu: 15g.",Nồi lớn.,"Vịt xát muối gừng rửa sạch, chặt miếng vừa ăn. Ướp vịt với hành, sả, gừng băm và gia vị. Xào săn thịt vịt. Đổ nước ngập thịt, cho sấu và khoai môn vào ninh mềm. Dầm sấu lấy vị chua, nêm lại gia vị, rắc rau ngổ mùi tàu.",Cân bằng,
cha-ruoi-tu-ky,Chả rươi Tứ Kỳ,Bắc,main,lunch,30,15,medium,320,20,5,25,1,600,1,200000,400000,balanced,"Rươi, Trứng","Vị ngậy của rươi, thơm nồng của vỏ quýt và lá lốt.",1,1,https://cdn.tgdd.vn/Files/2021/07/31/1372109/cach-lam-cha-ruoi-thom-ngon-bo-duong-dac-san-tu-ky-202201051452109536.jpg,Đặc sản Hải Dương nức tiếng vào mùa rươi.,"Rươi tươi: 300g, Thịt nạc vai băm: 150g, Trứng gà: 2 quả, Vỏ quýt: 5g, lá lốt: 20g, hành hoa: 15g, thì là: 15g.",Chảo chiên.,"Làm sạch rươi bằng nước ấm (làm lông). Đánh nhẹ rươi rồi trộn cùng thịt băm, trứng, vỏ quýt thái chỉ và các loại rau thơm. Nêm nước mắm, tiêu. Chiên nhỏ lửa thành từng miếng tròn vàng đều hai mặt.",Cân bằng,
ca-diec-om-tuong,Cá diếc om tương,Bắc,main,lunch,15,60,easy,210,22,4,12,1,900,2,40000,80000,balanced,"Cá, Đậu nành (tương)","Vị ngọt của cá đồng, mùi thơm đặc trưng của tương bần và riềng gừng.",1,1,https://i-giadinh.vnecdn.net/2024/04/05/Thnhphm1-1712301387-3964-1712301472.jpg,"Món ăn dân dã, đậm đà hương vị đồng quê Bắc Bộ.","Cá diếc: 500g, Tương bần: 100ml, Riềng: 50g, gừng: 20g, khế chua: 100g, sả: 30.",Niêu đất hoặc nồi dày.,"Cá làm sạch. Riềng gừng thái lát. Lót riềng gừng, khế dưới đáy nồi, xếp cá lên trên. Đổ tương bần vào, thêm chút nước nếu cần. Kho nhỏ lửa cho đến khi cá chín nhừ, xương mềm và nước cạn sánh.",Cân bằng,
nom-rau-muong-tom-thit,Nộm rau muống tôm thịt,Bắc,main,lunch,25,5,easy,180,12,15,8,4,550,10,40000,70000,balanced,"Tôm, Đậu phộng","Giòn mát, chua ngọt thanh nhẹ, thơm mùi kinh giới.",1,1,https://cdn.tgdd.vn/2021/05/CookRecipe/Avatar/nom-rau-muong-tom-kho-thumbnail.jpg,Món nộm phổ biến trong bữa cơm gia đình miền Bắc.,"Rau muống chẻ: 300g, Tôm tươi: 100g, Thịt ba chỉ: 100g, Đậu phộng: 40g, chanh: 2 quả, tỏi: 15g, ớt: 2 quả, rau kinh giới: 20g.",Tô trộn.," Rau muống luộc sơ, ngâm nước đá cho giòn. Tôm thịt luộc chín, thái mỏng. Pha nước mắm chua ngọt. Trộn rau, tôm, thịt với nước mắm, rắc đậu phộng và rau thơm.",Cân bằng,
canh-hoa-thien-ly-thit-bam,Canh hoa thiên lý thịt băm,Bắc,main,lunch,10,10,easy,150,10,5,9,2,450,1,30000,50000,balanced,Thịt heo,"Ngọt thanh tự nhiên, hoa thiên lý giòn nhẹ, mùi thơm dịu.",0,1,https://cdn.mediamart.vn/images/news/doi-vi-voi-mon-canh-hoa-thien-ly-nau-thit-bam-ngon-hap-dan-thanh-mat-de-lam-0o4ciD.jpg,"Món canh giải nhiệt, an thần.","Hoa thiên lý: 200g, Thịt nạc vai băm: 100g, Hành khô: 10g, nước mắm: 5ml, hạt nêm: 6g, tiêu xay: 1g.",Nồi nấu canh.," Hoa thiên lý rửa sạch.  Phi thơm hành, xào thịt băm. Đổ nước vào đun sôi, nêm gia vị. Cho hoa vào đun sôi bùng lại rồi tắt bếp ngay để giữ độ xanh giòn.",Cân bằng,
be-chao-moc-chau,Bê chao Mộc Châu,Bắc,main,lunch,20,5,easy,380,28,2,28,1,580,1,120000,200000,balanced,Thịt bò/bê,"Thịt bê mềm, bì giòn, thơm mùi sả và vừng.",1,1,https://botoquanmoc.com/images/products/2025/09/08/original/be-chao-moc-chau_1757305534.jpg,"Món ăn đặc sản của vùng cao Mộc Châu, Sơn La.","Thịt bê non: 300g, Sả: 40g,Gừng: 15g, Vừng rang (Mè trắng): 10g, Nước mắm: 5ml, Hạt nêm: 3g, Đường: 2g, Dầu hào: 5ml, Tiêu xay: 0.5g.",Chảo sâu lòng.,"Thịt bê thái miếng vừa ăn, ướp gừng sả gia vị. Đun dầu thật nóng. Cho thịt vào chao nhanh tay (khoảng 1-2 phút) rồi vớt ra ngay. Rắc vừng rang lên trên, chấm tương gừng.",Cân bằng,
xoi-chim-mang,Xôi chim măng,Bắc,main,breakfast,30,45,medium,550,18,85,15,4,650,2,80000,150000,balanced,Thịt chim,"Xôi dẻo, thịt chim băm nhỏ béo ngậy, hành phi thơm lừng.",1,1,https://beptruong.edu.vn/wp-content/uploads/2016/10/xoi-bo-cau.jpg,Món xôi sang trọng thường dùng trong các dịp lễ tết hoặc đãi khách.,"Gạo nếp cái hoa vàng: 400g, Chim bồ câu (hoặc chim ngói): 1 con, Hành tím phi: 100g, Hành khô: 20g, Muối: 4g, Nước mắm: 10ml, Hạt nêm: 3g, Tiêu xay: 1g, Dầu hành: 20ml.",Xửng hấp.,"Đồ xôi nếp chín dẻo. Chim làm sạch, băm nhỏ cả xương (nếu chim non) hoặc lọc thịt băm. Xào thịt chim với hành khô cho thật săn và thơm. Trộn thịt chim vào xôi, đồ lại thêm 5 phút cho quyện vị. Rắc hành phi lên trên.",Cân bằng,
thit-lon-man-nuong-la-mac-mat,Thịt lợn mán nướng lá mắc mật,Bắc,main,dinner,30,20,easy,420,26,2,35,1,620,1,150000,250000,keto,Thịt heo,"Thịt thơm mùi lá mắc mật đặc trưng, vị ngọt, bì giòn.",1,1,https://www.halongbaycruise.vn/duthuyen/userfiles/image/amthuc/lon-rung-nuong-hn.jpg,Hương vị núi rừng Tây Bắc.,"Thịt lợn mán (hoặc lợn bản): 500g, Lá mắc mật tươi: 30g, Mật ong: 15ml,Hành khô: 20g, Tỏi: 15g, Nước mắm: 10ml, Hạt nêm: 5g, Dầu hào: 10ml, Tiêu xay: 1g, Dầu ăn: 10ml.",Vỉ nướng than hoặc lò nướng.,"Thịt thái miếng vừa ăn, ướp với gia vị và lá mắc mật vò nát. Xiên thịt xen kẽ với lá mắc mật. Nướng trên than hoa cho đến khi vàng đều, tỏa mùi thơm.",Keto / Low-carb,
canh-khoai-so-mong-gio,Canh khoai sọ móng giò,Bắc,main,dinner,20,45,easy,380,22,30,20,5,680,2,60000,100000,balanced,Thịt heo,"Khoai sọ bùi, dẻo, nước dùng ngọt đậm mùi móng giò và lá mùi tàu.",0,1,https://i.ytimg.com/vi/8Qv6ynwZtqo/maxresdefault.jpg,Món canh ấm áp cho những ngày mưa hoặc trời lạnh.,"Móng giò heo: 500g, Khoai sọ: 400g,Hành khô: 20g, Rau muống: 100g, mùi tàu: 10g, Nước mắm: 10ml, Muối: 6g, Hạt nêm: 5g, Tiêu xay: 0.5g.",Nồi áp suất hoặc nồi hầm.,"Móng giò chần sạch, ninh mềm. Khoai sọ gọt vỏ, bổ miếng, xào qua với hành và gia vị. Cho khoai vào nồi móng giò hầm đến khi khoai mềm nhừ. Nêm gia vị, rắc rau thơm.",Cân bằng,
com-xao,Cốm xào,Bắc,main,dinner,10,15,medium,350,4,75,5,2,50,25,50000,100000,vegetarian,Cốm,"Dẻo dính, ngọt dịu, thơm nức mùi cốm mới và nước dừa.",0,1,https://cdnv2.tgdd.vn/mwg-static/common/Common/H%C3%ACnh%20thumb%20m%C3%B3n%20an%20t10%20%2853%29.jpg,Tinh túy ẩm thực mùa thu Hà Nội.,"Cốm tươi: 200g, Đường kính: 40g, nước dừa tươi: 100ml, dừa sợi: 30g.",Chảo chống dính.,"Nấu nước đường với nước dừa cho tan. Cho cốm vào đảo đều trên lửa nhỏ. Xào đến khi cốm dẻo quánh, không dính chảo. Bày ra đĩa, rắc dừa sợi lên trên.",Ăn chay (Vegetarian),
ga-troi-xao-sa-ot,Gà chọi xào sả ớt,Bắc,main,dinner,20,15,easy,310,32,4,18,2,750,2,150000,250000,balanced,Thịt gà,"Thịt gà chọi chắc, da giòn, vị cay nồng của sả ớt.",3,1,https://pasgo.vn/Upload/anh-blog/cach-lam-ga-choi-xao-lan-dam-da-dung-dieu-400-43965833000.webp,Món nhậu khoái khẩu của nam giới miền Bắc.,"Thịt gà chọi: 500g, Sả: 60g, ớt: 10g, tỏi: 20g, gừng: 15g, lá chanh: 5g.",Chảo gang.,"Gà chọi thái miếng mỏng. Ướp gà với gừng, sả và gia vị. Phi thơm tỏi sả, cho gà vào xào lửa lớn cho săn và giòn da. Cho ớt và lá chanh vào đảo đều rồi tắt bếp.",Cân bằng,
canh-hen-nau-bau,Canh hến nấu bầu,Bắc,main,dinner,25,10,easy,140,15,10,4,2,520,3,30000,50000,balanced,Hến,"Ngọt thanh, mát, đậm đà vị hến.",0,1,https://i-giadinh.vnecdn.net/2021/10/13/canhbau-1634096619-1238-1634096793.jpg,Món canh dân dã giải nhiệt ngày hè.,"Hến tươi: 1kg, Bầu: 1 quả nhỏ, Hành tím: 20g, thì là: 15g, hành lá: 15g, Nước mắm: 10ml, Bột canh: 5g, Hạt nêm: 5g, Tiêu xay: 0.5g, Gừng: 5g.",Nồi nấu canh.,"Luộc hến lấy nước, đãi lấy ruột. Bầu gọt vỏ, băm hoặc thái sợi. Xào ruột hến với hành khô cho thơm. Đổ nước luộc hến vào đun sôi, cho bầu vào nấu chín tới. Rắc hành lá, thì là.",Cân bằng,
trung-duc-thit-moc-nhi,Trứng đúc thịt mộc nhĩ,Bắc,main,breakfast,10,10,easy,280,18,3,22,1,480,1,20000,40000,balanced,Trứng,"Thịt ngọt, trứng béo, mộc nhĩ giòn sần sật.",0,1,https://beptruong.edu.vn/wp-content/uploads/2021/01/gia-tri-dinh-duong-co-trong-mon-trung-duc-thit-hap.jpg,Món ăn cơm thường ngày rất đưa miệng.,"Trứng gà: 3 quả, Thịt nạc vai băm: 100g, Mộc nhĩ: 10g, hành khô: 10g, Nước mắm: 5ml, Hạt nêm: 3g, Tiêu xay: 1g.",Chảo chiên.,"Mộc nhĩ ngâm nở, băm nhỏ. Đánh tan trứng với thịt băm, mộc nhĩ và gia vị. Đun nóng dầu, đổ hỗn hợp vào chiên vàng hai mặt hoặc hấp cách thủy.",Cân bằng,
